position	post_id	post_by	post_text	post_published	comment_id	comment_by	is_reply	comment_message	comment_published	comment_like_count	attachment_type	attachment_url		
23_58	469974510474_10161454249850475	c992ae2630a5223d06b076adb833689225214a4e	"Mulher acredita ser a pessoa mais modificada do mundo"	2019-01-15T19:30:01+0000	10161454249850475_10161455147360475	da39a3ee5e6b4b0d3255bfef95601890afd80709	0	"Só lhe falta beber gasolina e enfiar um fósforo pela garganta dentro... 🔥🔥🔥"	2019-01-15T23:02:56+0000	0		
23_59	469974510474_10161454249850475	c992ae2630a5223d06b076adb833689225214a4e	"Mulher acredita ser a pessoa mais modificada do mundo"	2019-01-15T19:30:01+0000	10161454249850475_10161454953195475	da39a3ee5e6b4b0d3255bfef95601890afd80709	0	"É impossível que seja o espermatozoide mais inteligente.. Só pode ser erro de genética"	2019-01-15T21:57:58+0000	0		
23_60	469974510474_10161454249850475	c992ae2630a5223d06b076adb833689225214a4e	"Mulher acredita ser a pessoa mais modificada do mundo"	2019-01-15T19:30:01+0000	10161454249850475_10161454633805475	da39a3ee5e6b4b0d3255bfef95601890afd80709	0	"Nao sabia que piersings era usado em dragões 😂😂🐲🐲"	2019-01-15T20:30:39+0000	0		
23_61	469974510474_10161454249850475	c992ae2630a5223d06b076adb833689225214a4e	"Mulher acredita ser a pessoa mais modificada do mundo"	2019-01-15T19:30:01+0000	10161454249850475_10161454449325475	da39a3ee5e6b4b0d3255bfef95601890afd80709	0	"Agora já pode ir levar no ,,,, com os dragões"	2019-01-15T19:39:37+0000	2		
23_62	469974510474_10161454249850475	c992ae2630a5223d06b076adb833689225214a4e	"Mulher acredita ser a pessoa mais modificada do mundo"	2019-01-15T19:30:01+0000	10161454249850475_10161454448675475	da39a3ee5e6b4b0d3255bfef95601890afd80709	0	"Pobre ser humano 😐"	2019-01-15T19:39:28+0000	1		
23_63	469974510474_10161454249850475	c992ae2630a5223d06b076adb833689225214a4e	"Mulher acredita ser a pessoa mais modificada do mundo"	2019-01-15T19:30:01+0000	10161454249850475_10161454569720475	da39a3ee5e6b4b0d3255bfef95601890afd80709	0	"O que um preservativo teria evitado kkkk oh Deus do céu ....."	2019-01-15T20:13:12+0000	4		
23_64	469974510474_10161454249850475	c992ae2630a5223d06b076adb833689225214a4e	"Mulher acredita ser a pessoa mais modificada do mundo"	2019-01-15T19:30:01+0000	10161454249850475_10161454454715475	da39a3ee5e6b4b0d3255bfef95601890afd80709	0	"Ha fortunas bem mal utelizadas"	2019-01-15T19:40:54+0000	3		
23_65	469974510474_10161454249850475	c992ae2630a5223d06b076adb833689225214a4e	"Mulher acredita ser a pessoa mais modificada do mundo"	2019-01-15T19:30:01+0000	10161454249850475_10161454446990475	da39a3ee5e6b4b0d3255bfef95601890afd80709	0	"Taliqualinho!!!👏👏 Nem sequer pensei noutra coisa!!!😂😂😂"	2019-01-15T19:39:07+0000	0		
23_66	469974510474_10161454249850475	c992ae2630a5223d06b076adb833689225214a4e	"Mulher acredita ser a pessoa mais modificada do mundo"	2019-01-15T19:30:01+0000	10161454249850475_10161454701590475	da39a3ee5e6b4b0d3255bfef95601890afd80709	1	"Sergio Vieira olha se visses um gajo desses no escuro da noite 🤣🤣🤣"	2019-01-15T20:53:31+0000	0		
23_67	469974510474_10161454249850475	c992ae2630a5223d06b076adb833689225214a4e	"Mulher acredita ser a pessoa mais modificada do mundo"	2019-01-15T19:30:01+0000	10161454249850475_10161454765490475	da39a3ee5e6b4b0d3255bfef95601890afd80709	1	"Ricardo Sónia Jesus Oliveira  o pior e que e uma gaja parece um réptil mal formado valha-me deus 😂😂😂😂"	2019-01-15T21:09:52+0000	0		
23_68	469974510474_10161454249850475	c992ae2630a5223d06b076adb833689225214a4e	"Mulher acredita ser a pessoa mais modificada do mundo"	2019-01-15T19:30:01+0000	10161454249850475_10161454600695475	da39a3ee5e6b4b0d3255bfef95601890afd80709	0	"Nosso senhor Jesus Cristo que aborto mal formado!!🤦‍♂️🤦‍♂️🤦‍♂️🤦‍♂️"	2019-01-15T20:20:53+0000	1		
23_69	469974510474_10161454249850475	c992ae2630a5223d06b076adb833689225214a4e	"Mulher acredita ser a pessoa mais modificada do mundo"	2019-01-15T19:30:01+0000	10161454249850475_10161455087820475	da39a3ee5e6b4b0d3255bfef95601890afd80709	0	"Teria sido mais apropriado ter ""modificado"" a cabeça. Triste."	2019-01-15T22:41:04+0000	1		
23_70	469974510474_10161454249850475	c992ae2630a5223d06b076adb833689225214a4e	"Mulher acredita ser a pessoa mais modificada do mundo"	2019-01-15T19:30:01+0000	10161454249850475_10161454701270475	da39a3ee5e6b4b0d3255bfef95601890afd80709	0	"Estou a pensar fazer o mesmo!!"	2019-01-15T20:53:23+0000	1		
